age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,label
40,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,1
45,Private,Assoc_voc,11,Married_civ_spouse,Prof_specialty,Husband,White,Male,42,United_States,1
48,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,60,United_States,0
34,Private,HS_grad,9,Never_married,Transport_moving,Not_in_family,White,Male,70,United_States,0
23,Private,HS_grad,9,Never_married,Priv_house_serv,Unmarried,Other,Female,40,Guatemala,0
43,Local_gov,Masters,14,Never_married,Exec_managerial,Not_in_family,White,Female,50,United_States,1
42,Local_gov,Some_college,10,Never_married,Craft_repair,Not_in_family,White,Male,40,United_States,0
39,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,50,Japan,1
52,Self_emp_inc,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,60,United_States,0
56,Self_emp_not_inc,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Female,60,United_States,0
48,Federal_gov,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,40,United_States,1
37,Self_emp_not_inc,HS_grad,9,Divorced,Exec_managerial,Not_in_family,Asian_Pac_Islander,Female,70,South,1
25,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,35,United_States,0
40,Private,Bachelors,13,Married_civ_spouse,Handlers_cleaners,Own_child,White,Male,40,United_States,1
34,Private,11th,7,Never_married,Machine_op_inspct,Own_child,Black,Male,45,United_States,0
52,Private,HS_grad,9,Divorced,Other_service,Not_in_family,White,Male,40,United_States,0
41,Private,Bachelors,13,Married_civ_spouse,Tech_support,Husband,White,Male,42,United_States,1
36,Local_gov,HS_grad,9,Never_married,Other_service,Not_in_family,White,Male,40,United_States,0
21,Private,Assoc_voc,11,Never_married,Craft_repair,Own_child,White,Male,40,United_States,0
28,Private,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,40,United_States,0
20,Private,Some_college,10,Never_married,Adm_clerical,Own_child,White,Male,9,England,0
68,Private,HS_grad,9,Married_civ_spouse,Prof_specialty,Husband,White,Male,40,Italy,1
35,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,40,United_States,0
32,Private,HS_grad,9,Never_married,Machine_op_inspct,Own_child,Black,Male,40,United_States,0
64,Private,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,1
17,Private,10th,6,Never_married,Handlers_cleaners,Own_child,White,Female,23,United_States,0
25,Private,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,20,United_States,0
31,Private,Assoc_voc,11,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,Columbia,0
51,State_gov,Doctorate,16,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
67,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,10,United_States,0
42,Private,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,40,United_States,0
29,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Male,40,United_States,0
31,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,40,United_States,0
21,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,37,United_States,0
67,Private,10th,6,Married_civ_spouse,Transport_moving,Husband,White,Male,16,United_States,0
41,State_gov,HS_grad,9,Divorced,Protective_serv,Not_in_family,White,Male,40,United_States,1
27,Private,Bachelors,13,Never_married,Tech_support,Not_in_family,White,Female,36,United_States,0
51,Private,12th,8,Divorced,Transport_moving,Unmarried,White,Male,50,United_States,0
28,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,46,United_States,0
21,Private,Some_college,10,Never_married,Craft_repair,Own_child,White,Male,40,United_States,0
28,Private,Assoc_voc,11,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,United_States,1
29,Private,HS_grad,9,Married_civ_spouse,Other_service,Husband,White,Male,35,United_States,0
39,Self_emp_inc,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,70,United_States,0
21,Private,Bachelors,13,Never_married,Adm_clerical,Not_in_family,White,Male,40,Columbia,0
43,Private,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
44,Self_emp_not_inc,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,40,United_States,1
28,Private,11th,7,Married_civ_spouse,Transport_moving,Husband,White,Male,50,United_States,0
31,Private,9th,5,Never_married,Sales,Not_in_family,White,Male,43,United_States,1
27,Private,Some_college,10,Married_civ_spouse,Adm_clerical,Wife,Amer_Indian_Eskimo,Female,45,United_States,0
34,State_gov,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,40,United_States,0
25,Private,HS_grad,9,Never_married,Tech_support,Not_in_family,White,Male,40,United_States,0
34,Private,Bachelors,13,Married_civ_spouse,Tech_support,Husband,White,Male,40,England,0
43,Local_gov,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
40,Self_emp_inc,Masters,14,Married_civ_spouse,Craft_repair,Husband,White,Male,50,United_States,0
21,Private,HS_grad,9,Never_married,Other_service,Unmarried,Black,Female,35,United_States,0
25,Private,Some_college,10,Divorced,Exec_managerial,Unmarried,White,Female,25,United_States,0
21,Private,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,40,United_States,0
19,Self_emp_not_inc,Some_college,10,Never_married,Transport_moving,Own_child,White,Male,30,United_States,0
49,Self_emp_inc,Assoc_acdm,12,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
20,Private,Some_college,10,Never_married,Other_service,Own_child,White,Male,20,United_States,0
36,Private,11th,7,Married_civ_spouse,Transport_moving,Husband,White,Male,47,United_States,0
32,Private,Some_college,10,Separated,Exec_managerial,Unmarried,Black,Female,40,United_States,0
23,Private,Some_college,10,Never_married,Adm_clerical,Own_child,White,Male,32,United_States,0
21,Private,Some_college,10,Never_married,Sales,Own_child,White,Male,10,United_States,0
25,Private,Bachelors,13,Never_married,Exec_managerial,Own_child,White,Male,40,United_States,0
24,Private,Bachelors,13,Never_married,Sales,Own_child,White,Female,40,United_States,0
22,Private,Some_college,10,Never_married,Prof_specialty,Unmarried,White,Female,20,United_States,0
26,Private,HS_grad,9,Married_civ_spouse,Other_service,Wife,White,Female,40,Mexico,0
22,Private,9th,5,Never_married,Machine_op_inspct,Unmarried,White,Male,40,Guatemala,0
41,Local_gov,Bachelors,13,Married_civ_spouse,Protective_serv,Husband,White,Male,40,United_States,1
18,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,40,United_States,0
24,Private,Bachelors,13,Never_married,Sales,Own_child,White,Male,40,United_States,0
38,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,48,United_States,0
36,Private,Bachelors,13,Never_married,Adm_clerical,Not_in_family,White,Female,17,United_States,0
45,Local_gov,Masters,14,Divorced,Prof_specialty,Own_child,White,Female,55,United_States,0
38,Local_gov,Some_college,10,Married_civ_spouse,Tech_support,Husband,White,Male,40,United_States,1
38,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,50,United_States,1
34,Self_emp_not_inc,HS_grad,9,Never_married,Farming_fishing,Not_in_family,White,Male,40,United_States,0
53,Local_gov,Assoc_acdm,12,Never_married,Adm_clerical,Not_in_family,Black,Male,40,United_States,0
32,Private,Assoc_voc,11,Married_civ_spouse,Prof_specialty,Wife,White,Female,40,United_States,1
17,Private,11th,7,Never_married,Sales,Own_child,Black,Female,30,United_States,0
45,State_gov,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
31,Local_gov,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,48,United_States,0
47,State_gov,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,White,Male,45,United_States,0
27,Private,HS_grad,9,Never_married,Sales,Not_in_family,White,Male,50,United_States,0
61,Federal_gov,Some_college,10,Married_civ_spouse,Adm_clerical,Wife,White,Female,30,United_States,0
33,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,40,United_States,0
67,Private,HS_grad,9,Separated,Machine_op_inspct,Other_relative,White,Female,40,United_States,0
38,Private,Bachelors,13,Separated,Craft_repair,Not_in_family,White,Male,40,United_States,0
25,Private,HS_grad,9,Divorced,Sales,Unmarried,White,Female,40,United_States,0
33,Local_gov,5th_6th,3,Never_married,Other_service,Unmarried,Other,Female,40,El_Salvador,0
27,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,40,United_States,0
45,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,60,United_States,1
24,Private,Bachelors,13,Never_married,Adm_clerical,Other_relative,Asian_Pac_Islander,Female,40,Taiwan,0
23,Private,Assoc_voc,11,Never_married,Tech_support,Not_in_family,White,Male,40,United_States,0
48,Private,Some_college,10,Divorced,Adm_clerical,Unmarried,White,Female,40,United_States,0
61,Federal_gov,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,1
22,Private,HS_grad,9,Never_married,Prof_specialty,Own_child,White,Female,20,United_States,0
34,Private,Assoc_voc,11,Divorced,Tech_support,Unmarried,White,Female,40,United_States,0
32,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,United_States,1
35,Federal_gov,Some_college,10,Divorced,Adm_clerical,Not_in_family,White,Female,50,United_States,0
36,Private,10th,6,Never_married,Craft_repair,Not_in_family,White,Male,40,United_States,0
24,Private,HS_grad,9,Never_married,Exec_managerial,Unmarried,White,Male,40,United_States,0
60,Private,9th,5,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
64,Private,HS_grad,9,Divorced,Craft_repair,Unmarried,White,Male,20,United_States,0
22,Private,HS_grad,9,Never_married,Sales,Unmarried,White,Female,35,United_States,0
27,Private,5th_6th,3,Never_married,Priv_house_serv,Not_in_family,White,Female,65,England,0
36,State_gov,Some_college,10,Divorced,Transport_moving,Not_in_family,White,Male,60,United_States,0
27,Private,HS_grad,9,Never_married,Sales,Unmarried,Black,Female,30,United_States,0
52,Private,Some_college,10,Widowed,Sales,Not_in_family,White,Female,40,United_States,0
57,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,45,United_States,0
23,Private,Some_college,10,Never_married,Adm_clerical,Not_in_family,Asian_Pac_Islander,Male,24,Vietnam,0
29,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,United_States,0
34,Private,HS_grad,9,Never_married,Transport_moving,Not_in_family,Black,Male,80,United_States,0
38,Private,HS_grad,9,Never_married,Other_service,Unmarried,Black,Female,30,United_States,0
50,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,84,United_States,1
50,Private,11th,7,Married_civ_spouse,Transport_moving,Husband,White,Male,40,United_States,0
51,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Wife,White,Female,40,United_States,1
17,Self_emp_inc,10th,6,Never_married,Craft_repair,Own_child,White,Male,40,United_States,0
25,Private,11th,7,Married_spouse_absent,Handlers_cleaners,Not_in_family,White,Female,40,Mexico,0
19,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
43,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
59,Private,Some_college,10,Separated,Sales,Not_in_family,White,Male,60,United_States,1
39,Private,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Male,40,United_States,0
18,Private,9th,5,Never_married,Machine_op_inspct,Own_child,White,Male,40,Mexico,0
27,Private,Masters,14,Never_married,Exec_managerial,Own_child,White,Female,40,United_States,0
39,Private,Assoc_voc,11,Never_married,Farming_fishing,Not_in_family,White,Male,60,United_States,0
44,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,40,United_States,1
19,Private,HS_grad,9,Never_married,Adm_clerical,Other_relative,White,Female,35,United_States,0
32,Local_gov,HS_grad,9,Never_married,Other_service,Own_child,White,Male,40,United_States,0
48,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
46,Private,Assoc_acdm,12,Married_civ_spouse,Sales,Husband,White,Male,50,United_States,0
65,Private,11th,7,Widowed,Sales,Other_relative,White,Female,20,United_States,0
57,Self_emp_inc,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,45,United_States,1
48,Private,HS_grad,9,Never_married,Other_service,Unmarried,Black,Female,32,Haiti,0
46,Private,7th_8th,4,Married_civ_spouse,Other_service,Husband,Asian_Pac_Islander,Male,40,China,0
27,Private,10th,6,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,40,United_States,0
29,Local_gov,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,40,United_States,1
35,Self_emp_inc,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,40,United_States,0
29,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,70,United_States,0
30,Local_gov,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,40,United_States,1
65,Private,HS_grad,9,Widowed,Other_service,Not_in_family,White,Female,15,United_States,0
47,Federal_gov,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,0
41,Private,HS_grad,9,Divorced,Craft_repair,Unmarried,White,Male,40,Japan,0
17,Private,9th,5,Never_married,Craft_repair,Own_child,White,Female,16,United_States,0
38,Local_gov,5th_6th,3,Married_civ_spouse,Handlers_cleaners,Other_relative,White,Male,40,Mexico,0
38,Local_gov,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,40,United_States,1
39,Self_emp_not_inc,HS_grad,9,Never_married,Sales,Other_relative,White,Female,4,United_States,0
52,Private,10th,6,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,41,United_States,0
46,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,58,United_States,1
22,Private,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Female,30,United_States,0
56,Private,Masters,14,Never_married,Sales,Not_in_family,White,Male,50,United_States,0
37,Self_emp_not_inc,11th,7,Divorced,Prof_specialty,Unmarried,Black,Female,30,United_States,0
59,Private,Bachelors,13,Divorced,Sales,Not_in_family,White,Male,55,United_States,1
19,Self_emp_not_inc,11th,7,Married_civ_spouse,Craft_repair,Own_child,White,Male,55,United_States,0
31,Private,9th,5,Never_married,Craft_repair,Not_in_family,Other,Male,45,United_States,0
22,Private,Some_college,10,Never_married,Sales,Not_in_family,Asian_Pac_Islander,Male,20,Philippines,0
48,Self_emp_not_inc,Doctorate,16,Never_married,Prof_specialty,Unmarried,White,Female,60,United_States,1
63,Self_emp_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,60,United_States,0
33,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,1
53,Private,HS_grad,9,Never_married,Farming_fishing,Not_in_family,White,Male,10,United_States,0
39,Private,Assoc_acdm,12,Married_civ_spouse,Sales,Husband,White,Male,24,United_States,0
59,Private,Prof_school,15,Married_spouse_absent,Prof_specialty,Unmarried,White,Male,50,United_States,0
45,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,United_States,0
39,Private,Some_college,10,Divorced,Adm_clerical,Not_in_family,White,Female,45,United_States,0
60,State_gov,HS_grad,9,Widowed,Adm_clerical,Not_in_family,White,Female,35,United_States,0
38,Private,Bachelors,13,Divorced,Prof_specialty,Unmarried,White,Female,56,United_States,0
31,Private,HS_grad,9,Divorced,Adm_clerical,Not_in_family,White,Male,40,United_States,0
61,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,50,United_States,1
26,Private,Bachelors,13,Never_married,Sales,Not_in_family,Asian_Pac_Islander,Male,20,South,0
60,Self_emp_inc,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,80,United_States,1
32,Private,Some_college,10,Divorced,Exec_managerial,Other_relative,White,Male,60,United_States,0
25,Local_gov,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Female,20,United_States,0
66,Private,10th,6,Widowed,Transport_moving,Not_in_family,White,Female,11,United_States,0
31,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
58,Self_emp_inc,Prof_school,15,Never_married,Prof_specialty,Not_in_family,White,Male,40,United_States,1
22,Private,Some_college,10,Never_married,Other_service,Own_child,White,Male,16,United_States,0
46,Local_gov,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,Black,Male,40,United_States,1
33,Private,Some_college,10,Married_civ_spouse,Other_service,Wife,White,Female,35,United_States,0
26,State_gov,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,30,United_States,0
42,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Farming_fishing,Husband,White,Male,50,United_States,0
45,Private,HS_grad,9,Never_married,Other_service,Own_child,White,Female,40,United_States,0
43,Private,Some_college,10,Married_civ_spouse,Prof_specialty,Wife,Other,Female,6,Puerto_Rico,0
27,Private,Bachelors,13,Never_married,Exec_managerial,Own_child,White,Female,99,United_States,0
51,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,40,United_States,1
42,Private,HS_grad,9,Never_married,Transport_moving,Own_child,White,Male,40,United_States,0
43,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,50,Mexico,1
38,Private,Bachelors,13,Married_civ_spouse,Tech_support,Husband,White,Male,45,United_States,1
44,Private,HS_grad,9,Divorced,Adm_clerical,Unmarried,White,Female,40,United_States,0
36,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,64,United_States,1
37,Private,HS_grad,9,Married_civ_spouse,Other_service,Wife,Asian_Pac_Islander,Female,60,Philippines,0
29,Private,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Male,50,United_States,1
42,Self_emp_not_inc,Bachelors,13,Married_spouse_absent,Exec_managerial,Not_in_family,White,Male,45,Poland,0
80,Private,Some_college,10,Widowed,Adm_clerical,Not_in_family,White,Female,20,United_States,0
61,Private,11th,7,Married_civ_spouse,Transport_moving,Husband,White,Male,40,United_States,0
55,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,52,United_States,0
20,Private,Some_college,10,Never_married,Other_service,Own_child,White,Female,25,United_States,0
23,Private,HS_grad,9,Never_married,Craft_repair,Unmarried,White,Male,40,United_States,0
48,Federal_gov,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
24,Private,Bachelors,13,Never_married,Exec_managerial,Own_child,White,Female,50,United_States,0
71,State_gov,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,Black,Male,40,United_States,0
49,Private,11th,7,Married_civ_spouse,Other_service,Wife,White,Female,6,United_States,0
39,Federal_gov,HS_grad,9,Never_married,Armed_Forces,Not_in_family,White,Male,50,United_States,0
22,Private,Bachelors,13,Never_married,Adm_clerical,Own_child,White,Female,25,United_States,0
67,Federal_gov,Bachelors,13,Widowed,Adm_clerical,Not_in_family,White,Female,40,United_States,0
18,Private,HS_grad,9,Never_married,Sales,Own_child,White,Female,25,United_States,0
38,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,54,United_States,1
50,Private,HS_grad,9,Divorced,Adm_clerical,Not_in_family,White,Female,40,United_States,0
56,Self_emp_not_inc,Assoc_acdm,12,Married_civ_spouse,Farming_fishing,Wife,White,Female,40,United_States,0
23,Private,Some_college,10,Never_married,Other_service,Not_in_family,White,Female,20,United_States,0
26,Private,Some_college,10,Married_civ_spouse,Transport_moving,Husband,White,Male,40,United_States,0
32,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,United_States,0
44,Private,Bachelors,13,Never_married,Prof_specialty,Own_child,White,Male,40,United_States,1
27,Private,HS_grad,9,Married_spouse_absent,Farming_fishing,Own_child,White,Female,40,Mexico,0
40,Local_gov,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,40,United_States,1
43,Private,Assoc_acdm,12,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,60,United_States,0
31,State_gov,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,35,United_States,1
57,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
25,Private,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Male,35,United_States,0
22,Private,Assoc_voc,11,Never_married,Other_service,Own_child,Black,Female,36,United_States,0
20,Local_gov,Assoc_voc,11,Never_married,Adm_clerical,Own_child,White,Female,35,United_States,0
27,Private,HS_grad,9,Married_civ_spouse,Sales,Wife,White,Female,40,United_States,0
39,Private,Some_college,10,Divorced,Exec_managerial,Unmarried,White,Female,40,Mexico,0
27,State_gov,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Male,40,United_States,0
41,Local_gov,HS_grad,9,Separated,Transport_moving,Own_child,White,Male,40,United_States,0
31,Local_gov,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,45,United_States,0
41,Private,Assoc_acdm,12,Married_civ_spouse,Sales,Husband,White,Male,20,United_States,0
25,Private,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Male,40,United_States,0
29,State_gov,Assoc_acdm,12,Never_married,Prof_specialty,Not_in_family,Black,Male,40,United_States,1
22,Private,HS_grad,9,Married_civ_spouse,Other_service,Own_child,White,Male,50,United_States,0
62,Private,7th_8th,4,Married_civ_spouse,Protective_serv,Husband,White,Male,91,United_States,0
29,Federal_gov,HS_grad,9,Divorced,Exec_managerial,Not_in_family,Other,Female,40,United_States,0
44,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Wife,White,Female,70,United_States,1
32,Private,Bachelors,13,Married_civ_spouse,Adm_clerical,Wife,White,Female,2,United_States,0
20,Private,Assoc_voc,11,Never_married,Machine_op_inspct,Unmarried,White,Female,40,United_States,0
65,State_gov,Some_college,10,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,40,United_States,1
24,Private,HS_grad,9,Never_married,Handlers_cleaners,Not_in_family,White,Female,36,United_States,0
37,Self_emp_not_inc,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,1
43,Local_gov,HS_grad,9,Divorced,Tech_support,Not_in_family,Black,Female,40,United_States,0
38,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Sales,Wife,White,Female,60,United_States,1
28,Private,Assoc_acdm,12,Never_married,Sales,Own_child,White,Female,35,United_States,0
33,Private,HS_grad,9,Never_married,Handlers_cleaners,Own_child,White,Male,40,United_States,0
32,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,40,United_States,1
38,Private,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,1
33,Private,Some_college,10,Divorced,Tech_support,Not_in_family,White,Female,40,United_States,0
42,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,60,United_States,1
27,Private,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,40,United_States,0
41,Private,HS_grad,9,Divorced,Handlers_cleaners,Unmarried,White,Male,40,United_States,0
47,Local_gov,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,60,United_States,1
55,Private,11th,7,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,0
30,Self_emp_not_inc,Some_college,10,Never_married,Craft_repair,Own_child,White,Male,8,United_States,0
54,Private,Some_college,10,Widowed,Craft_repair,Unmarried,White,Female,50,United_States,0
40,Private,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,1
21,Private,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,40,United_States,0
34,Private,Bachelors,13,Divorced,Craft_repair,Unmarried,White,Female,25,United_States,0
30,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,40,United_States,1
31,Private,Some_college,10,Never_married,Adm_clerical,Not_in_family,White,Female,45,United_States,0
22,Private,HS_grad,9,Never_married,Transport_moving,Not_in_family,White,Male,37,United_States,0
37,Private,HS_grad,9,Married_civ_spouse,Other_service,Husband,Black,Male,40,United_States,1
52,Local_gov,Masters,14,Never_married,Prof_specialty,Own_child,White,Female,40,United_States,0
57,Self_emp_inc,Some_college,10,Married_civ_spouse,Prof_specialty,Husband,White,Male,40,United_States,0
48,Private,Some_college,10,Divorced,Adm_clerical,Not_in_family,White,Female,48,United_States,0
58,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
35,Self_emp_not_inc,9th,5,Married_civ_spouse,Craft_repair,Husband,White,Male,50,United_States,0
40,Private,HS_grad,9,Never_married,Exec_managerial,Not_in_family,White,Female,45,United_States,0
30,Private,HS_grad,9,Divorced,Sales,Not_in_family,White,Female,25,United_States,0
26,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,Outlying_US(Guam_USVI_etc),0
46,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Prof_specialty,Husband,White,Male,60,United_States,0
26,Federal_gov,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,Black,Male,40,United_States,0
50,Federal_gov,Bachelors,13,Divorced,Prof_specialty,Unmarried,Black,Female,40,United_States,0
22,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,50,United_States,1
36,Private,Masters,14,Widowed,Tech_support,Unmarried,Asian_Pac_Islander,Female,40,India,0
30,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,52,United_States,1
58,Private,Assoc_acdm,12,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,1
72,Private,Assoc_voc,11,Separated,Other_service,Unmarried,White,Female,25,United_States,0
19,Private,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,40,United_States,0
29,Private,7th_8th,4,Married_civ_spouse,Other_service,Wife,White,Female,40,Mexico,0
30,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
47,Self_emp_not_inc,Some_college,10,Divorced,Other_service,Unmarried,White,Female,45,United_States,0
51,Private,Some_college,10,Married_civ_spouse,Prof_specialty,Husband,White,Male,45,United_States,1
26,Private,10th,6,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,40,United_States,0
24,Private,Some_college,10,Never_married,Exec_managerial,Not_in_family,White,Male,42,United_States,0
44,Private,Masters,14,Divorced,Sales,Not_in_family,White,Male,24,Iran,0
43,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,1
35,Private,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Male,50,United_States,0
51,Private,HS_grad,9,Married_civ_spouse,Tech_support,Husband,White,Male,50,United_States,1
41,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
38,Private,Some_college,10,Divorced,Adm_clerical,Unmarried,Other,Female,40,United_States,0
39,State_gov,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,Asian_Pac_Islander,Female,20,United_States,0
54,Private,10th,6,Separated,Sales,Unmarried,White,Female,43,Italy,0
62,Private,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,40,United_States,0
45,Private,Doctorate,16,Married_civ_spouse,Exec_managerial,Husband,White,Male,60,United_States,0
30,Private,HS_grad,9,Never_married,Exec_managerial,Own_child,Black,Female,35,Jamaica,0
32,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
